"zip","avg_income","density","avg_num_children"
10004,77176.1011365376,705.1960031802,1.85758612680746
10022,77470.1041793973,33.6054237801329,3.73403528309406
10034,53968.2650280858,5.39483332727879,2.44015542711737
10036,47749.8607360244,65.8821710763954,2.03263942401924
10039,68179.157647159,713.3311551867,2.29388726692646
10044,45589.3347003677,1.94053558699627,1.51493835021814
10054,81985.0544876977,24.7627212746897,1.04239590549588
10062,82167.8315587872,484.939847059136,1.87315569321051
10066,56080.0031325018,752.931507431544,1.46022664742364
10076,76546.2027947938,62.7753860322376,3.24533902317638
10081,23706.0422480949,3.48776415174496,1.41933397895953
10107,33635.0906400001,198.838333787717,1.21741485111798
10111,65969.6967426265,25.3540881920294,1.87106229921545
10113,63390.801056885,435.131868605397,2.71055344657784
10115,50010.0087254241,63.3944230838275,1.3558920232732
10121,81919.4787011305,0.235171935254862,2.50071635604831
10124,68190.6983419312,1171.99275447348,1.93095221675403
10126,73597.1247911368,447.362131494124,1.73198615172349
10129,36328.9209256156,137.638523333959,2.4760010940388
10131,57660.6382695885,632.464078747112,1.10497080569019
10135,61558.3786599879,336.288175888342,1.40421294212862
10138,54129.7399800466,1131.91319612282,1.51663476893983
10139,45604.0160378446,406.50225883381,1.54702849421271
10141,74181.8498319704,293.726830438398,1.98864843565088
10142,60146.6615983829,433.504127951478,0.301626318839387
10148,56923.1211415502,58.3298760937557,2.88817182499267
10153,48653.526616965,1.11209901912758,1.59685936236251
10154,38962.3933032302,109.15290149237,1.81402043184535
10170,75960.7724923445,182.440622236914,1.16790365550112
10201,47783.1869786378,77.8636624060801,1.53474505431174
10205,53684.9145842865,316.347649536335,1.38998212648873
10210,39794.50511989,122.22674467527,1.52667192562963
10212,56816.4658819727,136.77413235908,2.74572493179471
10214,77261.2911113602,167.344120289506,1.56929863979022
10216,50822.3482318593,7.18160941240904,2.69260812095554
10230,54726.4626040442,29.6385202405797,2.52327578490793
10232,52131.3596297577,97.0176508170962,0.869831323063421
10241,58438.4656913417,53.4970720994235,1.49633599373547
10242,77902.3399982532,415.939402620108,1.1169195174118
10252,39579.4430892325,231.779631484259,1.26576210351363
10254,58626.203476517,6.64185183564939,1.77611577764584
10280,69088.7770084985,44.3929865382307,1.26171980702476
10295,40897.1827343773,328.916412075332,2.71657596894974
10299,50269.3841866031,17.6492013714408,1.18243492793258
10307,58479.9251780438,26.9602406657911,1.39078141539426
10312,65270.3302597395,16.8606464114371,2.68118769239345
10313,64482.8946288272,17.1769153157348,2.31910306730903
10315,50557.2715583228,550.652959222232,2.0198538660334
10318,32799.3565877296,115.175062450079,2.21287296482508
10323,48503.5861718353,0.0174216065349974,1.81018467583426
10328,55196.331543072,315.218930715057,1.85205089541995
10330,48026.4069049594,0.144038424233717,1.65703933308645
10334,47799.4560100593,282.855110006463,2.96391693967041
10354,73295.1171234945,6.31662508895641,1.51854346606982
10355,62843.1157805056,190.610870668684,2.30186477078371
10374,57833.4552680178,154.113777948331,2.80110330170977
10381,58135.9532646624,1056.66022337523,2.71402606858588
10383,79001.4524612878,81.4851377495229,2.05006643715942
10389,52584.1510284762,273.930256681035,3.00262320210744
10392,78135.9709212642,255.180985370641,0.579132376506952
10398,61368.9002119838,660.586643050826,2.36915645430042
10403,64914.7105546429,26.6318505110715,0.769143296122347
10406,70065.8615772589,59.4582278356824,1.45334384302402
10410,70743.0735049178,46.2537594887425,1.9714193485089
10418,53235.3629591168,1.51954120746724,1.97078298321764
10427,47433.5622855336,29.0502239768916,1.9301134672327
10428,69544.3766412426,1259.41102817585,1.85847442725274
10449,74531.9293902819,3.24223569022086,1.96147432032619
10453,68501.6508588334,554.144964087066,1.34440022181997
10455,41051.6410189467,400.475632310471,1.83063180496949
10468,66003.3330843794,0.372588142453484,1.06309217776474
10479,62180.1555418926,354.778322397495,1.6657026943156
10506,71541.7550486362,190.371023317977,2.83389897489768
10507,48840.503875395,56.9685110706965,2.5289599654269
10513,40626.6338239845,76.4812026844977,2.67818639394508
10514,76728.5774029073,222.707891225993,1.36746988908404
10517,45381.5394641076,76.9668890221363,1.55721553220108
10525,48517.3098690516,3.39317998436206,2.30780535487201
10531,84501.0042195969,2.2376220188181,2.36656359879857
10540,56080.6937575387,362.897162601975,3.36291996288947
10560,87031.4343101587,252.604245419544,1.61451477207387
10565,92904.7267770005,52.1332423083444,2.42918949105138
10570,59299.8633374538,191.525895484249,1.63456960049089
10577,66662.8867238134,17.7171325361762,2.3600297758528
10597,47570.1545775988,619.939600278952,1.60866832510705
10598,89714.1593137869,10.1110777123835,1.97351506882699
10623,37909.1283252212,69.0907781113773,1.78770571617156
10630,46831.6349925554,383.720184911171,2.29108206740803
10632,59983.9148574337,51.7502707675332,2.99500571755448
10633,48872.7184902468,260.429405568252,1.89524120791868
10635,65560.0796271396,835.78086685951,1.75099947117747
10651,62594.2724061621,30.7580524467627,2.7025215368208
10653,50688.8403080923,315.286228224796,1.55621229476443
10654,53668.9812602253,1048.75313389604,2.44388423852667
10660,62288.3066062206,34.5630508066579,1.10385799746202
10668,84405.4615389379,794.495419254957,2.45469443085185
10670,75836.272553675,400.481467343769,0.991262150259203
10676,69028.473885556,359.561645604697,0.54719676164866
10680,57979.5764423442,77.7611169738577,1.08534217219199
10682,91467.7758428504,4.1839130154604,1.6102925544857
10683,78241.1227703546,242.696672054622,2.25309298097405
10693,69273.2682160867,253.82242725928,1.59559314190344
10696,64267.0916202763,32.2227488355283,1.88443520453721
10705,60683.4101058112,106.809975815622,2.13768615059454
10706,76145.7057377541,8.90535754090864,2.25545873905688
10708,71667.1024667112,8.76372296969737,1.88621509854721
10710,54585.6107007076,1540.21102886807,1.01348298220404
10718,59456.5024126829,334.911755055576,1.90785623945321
10719,74074.2188544641,609.072412780249,2.5649216186784
10720,76709.5911649169,510.647409720265,1.55974318873377
10723,54606.9713588239,276.127713154478,1.38650595926194
10736,45628.9444010225,135.847661974017,2.16926973459072
10741,75934.2522170984,83.003838124146,3.80053927176037
10747,57773.8563997645,877.65766455998,1.88138880695572
10748,69944.0600285237,2401.08626706246,1.92383671090316
10754,55933.3288970808,290.330682128344,1.01093532023885
10761,59714.9168332233,209.226281210205,2.15541932133231
10770,67100.9039413127,21.1939205916054,1.30961201047485
10773,66555.0252768127,5.34449788181759,0.939064490028076
10783,29171.2454916834,97.3576539405078,1.78220025368298
10784,59100.6608938967,295.940188641704,1.85234166517211
10795,57496.1583525424,18.5693849071248,3.01991449204144
10805,44836.5237449112,84.3582098658263,1.08078712909208
10808,42083.6553884664,14.4047667413463,2.32786429888729
10810,78959.139331599,220.044614418442,1.8451162461674
10815,46022.5359830558,0.00566196344359905,1.93980299056375
10820,48515.7945281697,1261.24702872607,1.91380468299476
10833,66007.2860158634,122.556865102692,1.50523311113681
10836,38013.2043301483,318.055533250865,1.88834054552941
10837,65687.3000564589,257.107113351233,2.40245978335121
10844,52904.767828776,61.5814805664437,0.65703955062895
10846,57250.887661428,647.234324608493,2.25989307131531
10867,72071.2054175383,1047.78834134484,1.7000573287885
10868,62729.9314387776,872.14335482827,1.18367431114516
10880,53099.6924178617,96.6909937419874,1.00963717234981
10898,53371.726608364,423.583593911674,0.817538932112951
10899,56237.7217444817,0.635746137765396,1.77070196039819
10905,81254.2196695745,0.0605649512077553,1.76176705642788
10909,96610.1497069829,64.1639888706283,2.03502273238291
10931,75853.2005652684,83.5610739206942,2.31741981793459
10933,58880.7215717881,207.395342098527,3.30162957408075
10947,67314.2945707641,3734.70481911028,1.18472681587471
10948,40829.2050157233,2.72028232449688,1.63827028075452
10957,59088.9843393346,404.258221173589,1.59290141310874
10961,64508.6393538869,29.2838022443264,1.06112610619234
10964,69617.6700641071,563.724499770616,0.856856442871567
10975,45044.7294040483,4.09091701725519,2.90906830905358
